Job Title,Company,Location,Salary Estimate,Rating,Description,Headquarters,Size,Founded,Ownership,Industry,Sector,Revenue,Competitors
Sr Data Scientist,PayPal,"San Jose, CA",$124K - $213K (Employer provided),3.6,"The Company
PayPal has been revolutionizing commerce globally for more than 25 years. Creating innovative experiences that make moving money, selling, and shopping simple, personalized, and secure, PayPal empowers consumers and businesses in approximately 200 markets to join and thrive in the global economy.

We operate a global, two-sided network at scale that connects hundreds of millions of merchants and consumers. We help merchants and consumers connect, transact, and complete payments, whet...",-1,10000+ Employees,1998,Company - Public,Internet & Web Services,Information Technology,$10+ billion (USD),-1
ML/AI Engineers,Adidev Technologies Inc,"Austin, TX",$118K - $184K (Glassdoor est.),3.8,"Role: ML/AI Engineers
(This role is open to US Citizens, Green Card holders, GC-EAD only. We do not sponsor visas.)

Summary:
Adidev is looking for an adept Machine Learning Engineer to take the helm in deploying advanced machine learning models, with a special emphasis on Generative AI. In this role, you will craft and refine AI-driven solutions, turning innovative ideas into value-adding features and services, thereby solidifying our market leadership and technological forefront for our client...",-1,Unknown,--,Company - Public,--,--,Unknown / Non-Applicable,-1
Data Scientist – LLMs & Applied AI,Intone Networks,"Charlotte, NC",-1,4.1,"Data Scientist – LLMs & Applied AI Hybrid What Manager DISLIKES ON RESUME: • Generic ML experience without any LLM, agentic, or applied AI work. • Heavy reliance on low-code/no-code ML platforms without demonstrated software engineering capability. • Lack of hands-on involvement in end-to-end model deployment or evaluation.",-1,201 to 500 Employees,--,Company - Private,Information Technology Support Services,Information Technology,$5 to $25 million (USD),-1
Data Scientist II,Truist,United States,-1,3.3,"The position is described below. If you want to apply, click the Apply Now button at the top or bottom of this page. After you click Apply Now and complete your application, you'll be invited to create a profile, which will let you see your application status and any communications. If you already have a profile with us, you can log in to check status.
Need Help?
If you have a disability and need assistance with the application, you can request a reasonable accommodation. Send an email to Access...",-1,10000+ Employees,2019,Company - Public,Banking & Lending,Financial Services,$10+ billion (USD),-1
Machine Learning Engineer,Adidev Technologies Inc,"Santa Monica, CA",$117K - $178K (Glassdoor est.),3.8,"Role: Machine Learning Engineer
(This role is open to US Citizens, Green Card holders, GC-EAD only. We do not sponsor visas.)

Summary:
Adidev is looking for an adept Machine Learning Engineer to take the helm in deploying advanced machine learning models, with a special emphasis on Generative AI. In this role, you will craft and refine AI-driven solutions, turning innovative ideas into value-adding features and services, thereby solidifying our market leadership and technological forefront for ...",-1,Unknown,--,Company - Public,--,--,Unknown / Non-Applicable,-1
Data Scientist,Ford Motor Company,"Dearborn, MI",$98K - $130K (Glassdoor est.),3.9,"We are seeking a highly capable and analytical individual to join our Business and Sales Planning Analytics (BSPA) Used Vehicle Valuations team. The primary responsibility of this role is to perform in-depth analysis and modeling of used vehicle residual values, auction prices, and market drivers for the U.S. and Canadian used vehicle markets. The analyst will play a crucial role in supporting key business processes through accurate forecasting, quantifying value gaps, and providing actionable i...",-1,10000+ Employees,1903,Company - Public,Transportation Equipment Manufacturing,Manufacturing,$10+ billion (USD),-1
Data Scientist,Nicklaus Children's Hospital,"Miami, FL",$75K - $125K (Glassdoor est.),3.9,"Description
Job Summary
Responsible for leveraging advanced analytics, machine learning and statistical methodologies to extract meaningful insights from healthcare and operational data at Nicklaus Children's Health System. Areas of focus include analysis of electronic health records (EHR), genomic and precision medicine initiatives, financials and enterprise resource planning (ERP) data. Collaborates with researchers, clinical and operational teams within the health system. Works to ensure all ...",-1,1001 to 5000 Employees,1950,Hospital,Health Care Services & Hospitals,Healthcare,Unknown / Non-Applicable,-1
Data Scientist,Cape Fox Federal Integrators,"Wright Patterson AFB, OH",$96K - $120K (Employer provided),4.3,"Job Description:

Cape Fox is seeking a skilled Data Scientist with a strong background in unsupervised learning, predictive analytics, and algorithm development to support a government client. This role involves designing and deploying tree-based clustering models, implementing core algorithms such as decision trees and k-nearest neighbors from scratch, optimizing data structures like distance matrices, and writing efficient, vectorized Python code. The ideal candidate will hold a Bachelor’s de...",-1,Unknown,2008,Subsidiary or Business Segment,National Agencies,Government & Public Administration,Unknown / Non-Applicable,-1
Data Scientist,McKesson,"Columbus, OH",$105K - $174K (Employer provided),3.6,"McKesson is an impact-driven, Fortune 10 company that touches virtually every aspect of healthcare. We are known for delivering insights, products, and services that make quality care more accessible and affordable. Here, we focus on the health, happiness, and well-being of you and those we serve – we care.
What you do at McKesson matters. We foster a culture where you can grow, make an impact, and are empowered to bring new ideas. Together, we thrive as we shape the future of health for patient...",-1,10000+ Employees,1833,Company - Public,Health Care Services & Hospitals,Healthcare,$10+ billion (USD),-1
"Senior, Data Scientist",Sam's Club,"Bentonville, AR",$90K - $180K (Employer provided),3.3,"Position Summary...
What you'll do...
Reimagine the Club Experience with AI
At Sam’s Club Applied AI Labs, we’re shaping the next phase of in-club operations: where associates are guided by intelligent agents, decisions are informed by live signals, and every member interaction is enhanced through AI innovation.
The In-Club AI team is the engine behind this transformation. We’re building the future of retail operations with next-generation machine learning, GenAI, and agentic AI systems that don...",-1,10000+ Employees,1983,Subsidiary or Business Segment,General Merchandise & Superstores,Retail & Wholesale,$10+ billion (USD),-1
Senior Data Scientist,The Hartford,"Chicago, IL",$111K - $166K (Employer provided),3.8,"Sr Data Scientist - GD07AE
We’re determined to make a difference and are proud to be an insurance company that goes well beyond coverages and policies. Working here means having every opportunity to achieve your goals – and to help others accomplish theirs, too. Join our team as we help shape the future.

The Hartford seeks a Senior Data Scientist Employee Benefits Data Science, AI, and Analytics (DSAIA) to develop machine learning and generative artificial intelligence solutions across a range ...",-1,10000+ Employees,1810,Company - Public,Insurance Carriers,Insurance,$10+ billion (USD),-1
"Senior, Data Scientist",Sam's Club,"Bentonville, AR",$90K - $180K (Employer provided),3.3,"Position Summary...
What you'll do...
The Senior Data Scientist at Sam's Club AI Labs will spearhead the development of AI and machine learning solutions across our retail domains across operations, merchandising, finance, conversational AI, and e-commerce. Your key focus will be on crafting and deploying machine learning models that drive business value and enhance our member experience. The role will be responsible to manage the full life cycle of projects, build MLOps framework for continuous...",-1,10000+ Employees,1983,Subsidiary or Business Segment,General Merchandise & Superstores,Retail & Wholesale,$10+ billion (USD),-1
Data Scientist,General Motors,"Detroit, MI",$93K - $127K (Glassdoor est.),3.6,"Job Description
Sponsorship: GM does not provide immigration-related sponsorship for this role. Do not apply for this role if you will need GM immigration sponsorship now or in the future. This includes direct company sponsorship, entry of GM as the immigration employer of record on a government form, and any work authorization requiring a written submission or other immigration support from the company (e.g., H-1B, OPT, STEM OPT, CPT, TN, J-1, etc.)
Hybrid: This position allows flexibility util...",-1,10000+ Employees,1908,Company - Public,Transportation Equipment Manufacturing,Manufacturing,$10+ billion (USD),-1
Data Scientist,IPG Health,"New York, NY",$68K - $90K (Employer provided),3.5,"Basic Information
Location
NY NY 100 W 33rd
Posted Date
08-Oct-2025
Agency
90 North
Department
Data & Analytics
Job Number
59879",-1,5001 to 10000 Employees,2021,Subsidiary or Business Segment,Advertising & Public Relations,Media & Communication,Unknown / Non-Applicable,-1
Data Scientist,Valley National Bank,"Morristown, NJ",$83K - $144K (Employer provided),3.2,"Responsibilities include, but are not limited to:
Interpret business needs and requirements and independently perform analysis and/or build reports and dashboards to meet requirements.
Translate analysis findings and technical topics, visualize data to explain results to a non-technical business audience and senior management.
Identify new data capabilities to enable strategic objectives, partner with data enablement team to build solutions.
Interact independently with business partners on data ...",-1,1001 to 5000 Employees,1927,Company - Public,Banking & Lending,Financial Services,$1 to $5 billion (USD),-1
Data Scientist,Equifax,"Atlanta, GA",$96K - $131K (Glassdoor est.),3.7,"As a Data Scientist , you will have the opportunity to manipulate large data sets, integrate diverse data sources, data types and data structures into solutions under management guidance.
You will build experience developing analytical approaches to meet business requirements, which involves translating requests into use cases, test cases, preparation of training data sets and iterative algorithm development.
This role requires being in our Alpharetta, Georgia office 3 days/week on Tues - Thurs....",-1,10000+ Employees,1899,Company - Public,Business Consulting,Management & Consulting,$1 to $5 billion (USD),-1
Supply Chain Data Scientist,Ross Stores,"Rock Hill, SC",$75K - $112K (Glassdoor est.),3.4,"Our values start with our people, join a team that values you!
Bring your talents to Ross, our leading off-price retail chain with over 2,200 stores, and a strong track record of success and growth. Our focus has always been bringing our customers a constant stream of high-quality brands and on-trend merchandise at extraordinary savings. All while providing a fun and exciting treasure hunt experience.
As part of our team, you will experience:
Success. Our winning team pursues excellence while le...",-1,10000+ Employees,1982,Company - Public,"Department, Clothing & Shoe Stores",Retail & Wholesale,$10+ billion (USD),-1
"Senior, Data Scientist",Walmart,"Bentonville, AR",$90K - $180K (Employer provided),3.4,"Position Summary...
What you'll do...
Senior Data Scientist – Operations Research
The Applied AI Data Science team at Walmart is seeking a passionate and creative Senior Data Scientist with expertise in Operations Research, ML, GenAI, and Agentic AI. The major focus for this role is developing and deploying large-scale Operations Research solutions that drive transformation in Walmart business operations.
You will work closely with cross-functional teams including Operations, Product, Finance, a...",-1,10000+ Employees,1962,Company - Public,General Merchandise & Superstores,Retail & Wholesale,$10+ billion (USD),-1
Senior Data Scientist,BASF Corporation,"Austin, TX",$136K - $184K (Glassdoor est.),3.9,"Now hiring! Senior Data Scientist
Austin, Texas (On Site)
Relocation Assistance provided.

We are looking for a Senior Data Scientist to join our trinamiX brand group within the BASF team, located in Austin, TX.

Come create innovative solutions with us!

trinamiX, a brand of BASF, is expanding into the United States to develop innovative solutions that unlock previously undiscovered opportunities. Our commitment is to redefine what's possible by delivering technologies that empower industries, ...",-1,10000+ Employees,1865,Company - Public,Chemical Manufacturing,Manufacturing,$10+ billion (USD),-1
Junior Computer Vision Data Scientist,IDEXX,"Westbrook, ME",$100K - $115K (Employer provided),3.5,"Are you a motivated early- career, Computer Vision Data Scientist looking for a high impact role in an exciting industry? We have a great opportunity for you!

This role will be hybrid in our Westbrook, ME office, onsite 8 days per month.

Unfortunately, we are unable to provide relocation assistance or sponsorship for this role.

We’re looking for a Junior Computer Vision Data Scientist to help develop image analysis algorithms for veterinary clinical instrument platforms. In this role you will...",-1,10000+ Employees,1983,Company - Public,Biotech & Pharmaceuticals,Pharmaceutical & Biotechnology,$1 to $5 billion (USD),-1
Data Scientist II,Wolters Kluwer,"Riverwoods, IL",$74K - $158K (Employer provided),3.7,"Wolters Kluwer United States Inc. seeks Data Scientist II in Riverwoods, IL
Job Description:
Extract and collect internal and external data for assigned projects;
Build and manage the data ETL and feature engineering process;
Create and maintain a suite of advanced analytical feature libraries;
Summarize business insights through data analysis;
Develop statistical and mathematical models to pursue business opportunities and develop forecasting models for customer and market growth; and
Identify ...",-1,10000+ Employees,1836,Company - Public,Enterprise Software & Network Solutions,Information Technology,$1 to $5 billion (USD),-1
Senior Data Scientist,Mastercard,"O Fallon, MO",$115K - $221K (Employer provided),4.1,"Our Purpose
Mastercard powers economies and empowers people in 200+ countries and territories worldwide. Together with our customers, we’re helping build a sustainable economy where everyone can prosper. We support a wide range of digital payments choices, making transactions secure, simple, smart and accessible. Our technology and innovation, partnerships and networks combine to deliver a unique set of products and services that help people, businesses and governments realize their greatest pot...",-1,10000+ Employees,1966,Company - Public,Financial Transaction Processing,Financial Services,Unknown / Non-Applicable,-1
"Data Scientist II, Product Analytics",Xometry,"Waltham, MA",$92K - $128K (Glassdoor est.),3.2,"Xometry (NASDAQ: XMTR) powers the industries of today and tomorrow by connecting the people with big ideas to the manufacturers who can bring them to life. Xometry's digital marketplace gives manufacturers the critical resources they need to grow their business while also making it easy for buyers at Fortune 1000 companies to tap into global manufacturing capacity.
Xometry is seeking a highly analytical and data-driven Data Scientist II with statistical skills and a passion for data to drive imp...",-1,1001 to 5000 Employees,2014,Company - Public,Enterprise Software & Network Solutions,Information Technology,$500 million to $1 billion (USD),-1
Data Scientist,Element Fleet Management,"Minneapolis, MN",$61K - $82K (Employer provided),3.0,"Get started on an exciting career at Element!
Element employees make a difference in the lives of others every day. We are re-defining the fleet management industry to be people first, then business – delivering on our promise of a superior client experience. This takes hard work and innovation, and we need more like-minded people on our team.
About the Role
We’re looking for a resourceful and strategic individual to join our team as a Data Scientist. In this role, you will be instrumental in su...",-1,1001 to 5000 Employees,1946,Company - Public,Business Consulting,Management & Consulting,$1 to $5 billion (USD),-1
"Staff, Data Scientist",Walmart,"Bentonville, AR",$110K - $220K (Employer provided),3.4,"Position Summary...
What you'll do...
The Applied AI Data Science team at Walmart is seeking a talented and experienced Staff Data Scientist specializing in Computer Vision to join our Safety AI team. You will play a critical role in designing and deploying advanced computer vision solutions at scale, directly supporting Walmart’s commitment to safety for associates and customers. This position will focus on Object detection, Vision-Language Models (VLMs), and robust deduplication of large image...",-1,10000+ Employees,1962,Company - Public,General Merchandise & Superstores,Retail & Wholesale,$10+ billion (USD),-1
"Data Scientist II, BRS",Big River Steel LLC,"Osceola, AR",$67K - $111K (Glassdoor est.),3.5,"Objective of the Job:
This position focuses on problem solving by implementing actionable data-driven business solutions, predict emerging trends, providing recommendations to stakeholders by analyzing and modelling a vast variety of data.
Duties and Responsibilities:
1) Upholds a high integrity for BRS Systems while supporting Safety, Environmental & Quality Systems
2) Identify business use cases in consultation business stake holders, peers and superiors.
3) Analyze data requirements, create m...",-1,10000+ Employees,1901,Company - Public,Metal & Mineral Manufacturing,Manufacturing,$10+ billion (USD),-1
"Data Scientist, Commercial Pricing",AutoZone,"Memphis, TN",$94K - $150K (Glassdoor est.),3.2,"The Data Scientist on the Commercial Pricing team is a strategic thinker and technical expert, capable of translating complex data into clear, impactful business recommendations. This role will collaborate cross-functionally with teams in Sales, IT, and International (Mexico and Brazil) to drive pricing innovation and support long-term commercial strategies. This role will focus on developing advanced pricing models and customer segmentation strategies to optimize pricing decisions and uncover a...",-1,10000+ Employees,1979,Company - Public,Automotive Parts & Accessories Stores,Retail & Wholesale,$10+ billion (USD),-1
Data Scientist I,Bank of America,"New York, NY",$105K - $194K (Employer provided),3.9,"Job Description:
At Bank of America, we are guided by a common purpose to help make financial lives better through the power of every connection. We do this by driving Responsible Growth and delivering for our clients, teammates, communities and shareholders every day.

Being a Great Place to Work is core to how we drive Responsible Growth. This includes our commitment to being an inclusive workplace, attracting and developing exceptional talent, supporting our teammates’ physical, emotional, an...",-1,10000+ Employees,1904,Company - Public,Banking & Lending,Financial Services,$10+ billion (USD),-1
Data Science Graduate (Colorado),Hewlett Packard Enterprise,"Fort Collins, CO",$65K - $158K (Employer provided),4.0,"Data Science Graduate (Colorado)
This role has been designed as ‘Hybrid’ with an expectation that you will work on average 2 days per week from an HPE office.
Who We Are:
Hewlett Packard Enterprise is the global edge-to-cloud company advancing the way people live and work. We help companies connect, protect, analyze, and act on their data and applications wherever they live, from edge to cloud, so they can turn insights into outcomes at the speed required to thrive in today’s complex world. Our ...",-1,10000+ Employees,2015,Company - Public,Information Technology Support Services,Information Technology,$10+ billion (USD),-1
Data Scientist (169253),Colgate-Palmolive,"Topeka, KS",$113K - $127K (Employer provided),4.2,"Requisition ID 169253 - Posted 09/23/2025 - Research & Development - United States - Kansas - Topeka - Hill's Pet Nutrition - Travel - up to 10% of time - Hybrid


Relocation Assistance Offered Within Country
Job Number #169253 - Topeka, Kansas, United States

Who We Are

Colgate-Palmolive Company is a global consumer products company operating in over 200 countries specializing in Oral Care, Personal Care, Home Care, Skin Care, and Pet Nutrition. Our products are trusted in more households than...",-1,10000+ Employees,1806,Company - Public,Consumer Product Manufacturing,Manufacturing,$10+ billion (USD),-1
Sr Data Scientist,University of Rochester,"Rochester, NY",$86K - $130K (Employer provided),3.7,"As a community, the University of Rochester is defined by a deep commitment to Meliora - Ever Better. Embedded in that ideal are the values we share: equity, leadership, integrity, openness, respect, and accountability. Together, we will set the highest standards for how we treat each other to ensure our community is welcoming to all and is a place where all can thrive.
Job Location (Full Address):
30 Corporate Woods, Suite 180, Rochester, New York, United States of America, 14623
Opening:
Worke...",-1,10000+ Employees,1921,Company - Private,Colleges & Universities,Education,Unknown / Non-Applicable,-1
ML/AI Engineers,Adidev Technologies Inc,"Boston, MA",$115K - $181K (Glassdoor est.),3.8,"Role: ML/AI Engineers
(This role is open to US Citizens, Green Card holders, GC-EAD only. We do not sponsor visas.)

Summary:
Adidev is looking for an adept Machine Learning Engineer to take the helm in deploying advanced machine learning models, with a special emphasis on Generative AI. In this role, you will craft and refine AI-driven solutions, turning innovative ideas into value-adding features and services, thereby solidifying our market leadership and technological forefront for our client...",-1,Unknown,--,Company - Public,--,--,Unknown / Non-Applicable,-1
Data Scientist,Thomson Reuters,"Philadelphia, PA",$88K - $164K (Employer provided),4.0,"About the role:
The Data Scientist will be responsible for managing, understanding and analyzing in-house and customer data – including text mining, developing predictive systems, risk scoring, creating efficient algorithms, data quality improvement and other related activities. This individual will work closely with the TRSS Analysts to drive, identify, evaluate, design and implement statistical analyses of gathered open source, proprietary, and customer data to create analytic metrics and tool...",-1,10000+ Employees,2008,Company - Public,Enterprise Software & Network Solutions,Information Technology,$10+ billion (USD),-1
Marketing Data Scientist,webuyanycar.com USA,"Springfield, PA",$73K - $120K (Glassdoor est.),3.8,"Job Description

Check out what we have for you….
Earn a competitive salary, plus grow your retirement savings with our 401k plan featuring company match!
Access top-notch medical, dental, and vision benefits, including Telemedicine.
Boost your health with our wellness program and incentives.
Enjoy peace of mind with company-paid life insurance.
Celebrate with company-paid holidays and other paid time off.
Take advantage of Parental Leave to care for your family.
Benefit from exclusive employee ...",-1,201 to 500 Employees,2011,Company - Public,Vehicle Dealers,Retail & Wholesale,$500 million to $1 billion (USD),-1
Data Scientist – AI Strategy & Implementation,Adidev Technologies Inc,"Los Angeles, CA",$94K - $147K (Glassdoor est.),3.8,"Role: Data Scientist – AI Strategy & Implementation
(This role is open to US Citizens, Green Card holders, GC-EAD only. We do not sponsor visas.)

Adidev Technologies Inc
www.adidevtechnologies.com
Adidev Technologies is seeking 2 yrs of relevant experience in Data Science. A project can last anywhere from 6 months to 18 months. Salary varies depending on experience, and we are in search of candidates looking to start as soon as possible. Excellent written and oral communication are required as ...",-1,Unknown,--,Company - Public,--,--,Unknown / Non-Applicable,-1
AI/ML Engineer,MillerKnoll,"Zeeland, MI",$62K - $95K (Glassdoor est.),3.4,"Why join us?

Our purpose is to design for the good of humankind. It’s the ideal we strive toward each day in everything we do. Being a part of MillerKnoll means being a part of something larger than your work team, or even your brand. We are redefining modern for the 21st century. And our success allows MillerKnoll to support causes that align with our values, so we can build a more sustainable, equitable, and beautiful future for everyone.
About the Role
We’re looking for a highly skilled and ...",-1,10000+ Employees,--,Company - Public,Consumer Product Manufacturing,Manufacturing,$1 to $5 billion (USD),-1
Data Scientist,INVID LLC,"San Juan, PR",$70K - $85K (Employer provided),4.4,"We are looking for Data Scientists whose roles and responsibilities include extracting data from multiple sources, using machine learning tools to organize data, process, clean, and validate the data, analyzing the data for information and patterns, developing prediction systems, presenting the data clearly, and proposing solutions and strategies.
What sets INVID apart is our collaborative and flexible work environment. We encourage our team to raise the bar in everything they do while maintaini...",-1,1 to 50 Employees,2003,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,-1
Data Scientist,New York Blood Center Inc,"Rye, NY",$100K - $120K (Employer provided),2.6,"Responsibilities:
The Data Scientist will work within the Enterprise Analytics and Data Science team to become an expert at understanding all NYBCe data domains and participate in delivering high-quality, high-velocity data products. This includes developing, training, and monitoring high-fidelity models and analyses to optimize products and processes as well as test the effectiveness of different courses of action.

Candidates must be able to report into one of the following NYBCe locations: Ne...",-1,1001 to 5000 Employees,1964,Nonprofit Organization,Health Care Services & Hospitals,Healthcare,$100 to $500 million (USD),-1
Machine Learning Engineer,DISA Technologies,"Casper, WY",$84K (Employer provided),4.8,"About Us
Are you ready to be part of a team that is bringing revolutionary technology to the remediation industries?
DISA Technologies is revolutionizing mineral recovery with our patented High-Pressure Slurry Ablation (HPSA) technology—an innovative solution that upgrades critical minerals from mined ore and legacy waste. Serving both the mining and remediation sectors, we recover valuable resources that power industry, strengthen energy independence, and restore contaminated sites to productiv...",-1,1 to 50 Employees,--,Company - Private,--,--,Unknown / Non-Applicable,-1
Sr Data Scientist- Generative AI,Citizens,"Westwood, MA",$109K - $155K (Glassdoor est.),3.7,-1,-1,-1,-1,-1,-1,-1,-1,-1
"Data Analyst, Science & Technology Platform",Mass General Brigham,"Somerville, MA",-1,3.6,-1,-1,-1,-1,-1,-1,-1,-1,-1
Data Scientist,University Hospitals,"Shaker Heights, Cuyahoga, OH",$71K - $108K (Glassdoor est.),3.6,-1,-1,-1,-1,-1,-1,-1,-1,-1
Associate Data Scientist,Cadent,"New York, NY",$90K - $110K (Employer provided),2.6,-1,-1,-1,-1,-1,-1,-1,-1,-1
Senior Data Scientist,"Vizient, Inc.","Chicago, IL",$102K - $179K (Employer provided),3.2,-1,-1,-1,-1,-1,-1,-1,-1,-1
Senior Data Scientist,Boston Dynamics,"Waltham, MA",$141K - $191K (Glassdoor est.),3.8,-1,-1,-1,-1,-1,-1,-1,-1,-1
Data Scientist,MIT Lincoln Laboratory,"Lexington, MA",$116K - $182K (Employer provided),4.6,-1,-1,-1,-1,-1,-1,-1,-1,-1
Data Scientist,Lee Health,"Fort Myers, FL",$91K - $118K (Employer provided),3.5,"Location:Remote - FL
Department: Analytics Center of Excellence
Work Type: Full Time
Shift: Shift 1/ to
Minimum to Midpoint Pay Rate:$90,667.20 - $117,852.80 / Annual
Summary
A Data Scientist's main mission is to collaborate with the business operations team to answer business questions by using data mining techniques, including pattern detection, graph analysis or statistical analysis. This position is an advanced technical professional role responsible for exploring and analyzing data across t...",-1,10000+ Employees,1916,Nonprofit Organization,Health Care Services & Hospitals,Healthcare,Unknown / Non-Applicable,-1
Sr Data Scientist,Cengage Group,Massachusetts,$80K - $120K (Employer provided),3.2,"We believe in the power and joy of learning
At Cengage Group, our employees have a direct impact in helping students around the world discover the power and joy of learning. We are bonded by our shared purpose – driving innovation that helps millions of learners improve their lives and achieve their dreams through education.

Our culture values inclusion, engagement, and discovery
Our business is driven by our strong culture, and we know that creating an inclusive workplace is absolutely essenti...",-1,1001 to 5000 Employees,2007,Company - Private,Publishing,Media & Communication,$1 to $5 billion (USD),-1
Data Scientist - Marketing,The Clorox Company,"Oakland, CA",$74K - $166K (Employer provided),3.5,"Clorox is the place that’s committed to growth – for our people and our brands. Guided by our purpose and values, and with people at the center of everything we do, we believe every one of us can make a positive impact on consumers, communities, and teammates. Join our team.
#CloroxIsThePlace
Your role at Clorox:
As a Data Scientist in Marketing, you will have the opportunity to apply data science techniques across our portfolio of brands to develop novel tools and analyses that push the boundar...",-1,5001 to 10000 Employees,1913,Company - Public,Consumer Product Manufacturing,Manufacturing,$5 to $10 billion (USD),-1
Staff Data Scientist,Nauto,"San Francisco, CA",$180K - $235K (Employer provided),3.2,"Staff Data Scientist
At Nauto you can make an impact at a high-impact company. We believe technology can help prevent collisions and save lives with predictive-AI that detects driver state and vehicle surroundings in real-time. More than 90% of car crashes can be attributed to human error. Nauto technology is designed to predict risk and alerts the driver with advance warning to help prevent collisions, improve driver safety, and save lives.
Our customers and prospects include many of the larges...",-1,51 to 200 Employees,2015,Company - Private,Computer Hardware Development,Information Technology,$5 to $25 million (USD),-1
Applied Scientist,"Twitch Interactive, Inc. - D48","Seattle, WA",$129K - $213K (Employer provided),3.6,"DESCRIPTION
If you are interested in this position, please apply on Twitch's Career site https://www.twitch.tv/jobs/en/

About Us:

Twitch is the world’s biggest live streaming service, with global communities built around gaming, entertainment, music, sports, cooking, and more. It is where thousands of communities come together for whatever, every day.
We’re about community, inside and out. You’ll find coworkers who are eager to team up, collaborate, and smash (or elegantly solve) problems toge...",-1,10000+ Employees,1994,Company - Public,Internet & Web Services,Information Technology,$10+ billion (USD),-1
Data Scientist III (Ops & Fleet),Republic Services,"Phoenix, AZ",$95K - $130K (Glassdoor est.),3.4,POSITION SUMMARY: The Data Scientist III drives internal data analytics projects. Projects will vary from short explorations of our data to longer-term implementations of advanced predictive and machine learning models. The Data Scientist III constantly explores our existing data while seeking out new data to consume. They apply analytical and data science methods to real world datasets to solve ongoing business problems. The Data Scientist III effectively communicates both technical and analyti...,-1,10000+ Employees,1998,Company - Public,Energy & Utilities,"Energy, Mining & Utilities",$5 to $10 billion (USD),-1
AI Engineer/Data Scientist II,Honeywell,"Atlanta, GA",-1,4.1,"Honeywell Connected Enterprise (HCE) is a significant business segment of Honeywell International Inc., focusing on providing innovative software solutions that enhance operational efficiency and drive digital transformation across various industries. HCE leverages advanced technologies such as the Internet of Things (IoT), cloud computing, artificial intelligence (AI), and data analytics to create integrated solutions that improve productivity, safety, and sustainability.

Key functions and off...",-1,10000+ Employees,1885,Company - Public,Computer Hardware Development,Information Technology,$10+ billion (USD),-1
Senior Data Scientist,Advance Auto Parts,"Raleigh, NC",$121K - $155K (Glassdoor est.),3.1,"Job Description
Job Summary:
We are seeking a highly skilled and experienced Senior Data Scientist with deep expertise in machine learning model development and production deployment, particularly in predictive and prescriptive analytics. The ideal candidate will have a strong technical background in Python, PySpark, TensorFlow/PyTorch, advanced ML algorithms (XGBoost, LightGBM, structural time series), and experience building scalable AI/ML architectures using platforms like Databricks and clou...",-1,10000+ Employees,1932,Company - Public,Automotive Parts & Accessories Stores,Retail & Wholesale,$5 to $10 billion (USD),-1
Data Scientist (AI/ML),Bank of America,"Plano, TX",$77K - $116K (Glassdoor est.),3.9,"Job Description:
At Bank of America, we are guided by a common purpose to help make financial lives better through the power of every connection. We do this by driving Responsible Growth and delivering for our clients, teammates, communities and shareholders every day.

Being a Great Place to Work is core to how we drive Responsible Growth. This includes our commitment to being an inclusive workplace, attracting and developing exceptional talent, supporting our teammates’ physical, emotional, an...",-1,10000+ Employees,1904,Company - Public,Banking & Lending,Financial Services,$10+ billion (USD),-1
Data Scientist - Health Fraud Analytics,Manulife,"Boston, MA",$88K - $163K (Employer provided),3.9,"John Hancock is seeking a highly technical and creative Data Scientist to join our Long Term Care Insurance fraud analytics and AI team! This role combines deep healthcare domain expertise with advanced analytics to protect our policyholders and company from fraudulent claims while ensuring legitimate claims are processed efficiently. You'll work at the intersection of insurance, healthcare delivery, and data science to build sophisticated detection systems for one of the most complex fraud land...",-1,10000+ Employees,1887,Company - Public,Investment & Asset Management,Financial Services,$10+ billion (USD),-1
Senior Data Scientist,Harvard University,"Cambridge, MA",-1,4.3,"September 02, 2025
68205BR

Company Description

By working at Harvard University, you join a vibrant community that advances Harvard's world-changing mission in meaningful ways, inspires innovation and collaboration, and builds skills and expertise. We are dedicated to creating a diverse and welcoming environment where everyone can thrive.
Why join the Harvard Graduate School of Education?",-1,10000+ Employees,1636,College / University,Colleges & Universities,Education,$10+ billion (USD),-1
"Data Scientist, Consultant",Blue Shield of California,"Oakland, CA",$117K - $167K (Glassdoor est.),3.7,"Your Role
The Advanced Analytics team works in partnership across the entire Blue Shield of CA enterprise to accelerate business outcomes through the application of AI/machine learning, statistical methodologies, or unstructured data analysis techniques to uncover insights, predict behaviors, and ultimately drive automation to create “intelligence at scale”. The Data Scientist, Consultant will report to the Director, Advanced Analytics. In this role you will solve problems which range from but a...",-1,5001 to 10000 Employees,1939,Nonprofit Organization,Insurance Carriers,Insurance,$10+ billion (USD),-1
Data Scientist I,"Falconwood, Inc.","Suffolk, VA",$105K - $115K (Employer provided),3.8,"Overview:
Falconwood is a woman-owned, veteran-owned company providing consultation and programmatic support to Department of Defense Information Technology (IT) initiatives and programs. We provide expert advice and consultation on a diverse range of IT subjects, focusing on acquisition, policy, cybersecurity, engineering, and process development.
The Data Scientist I will be responsible for supporting data-driven analysis and decision-making tools for the Commander, Naval Information Forces (N...",-1,51 to 200 Employees,--,Company - Private,Accounting & Tax,Financial Services,$5 to $25 million (USD),-1
